index|itemID|simulationPrice|promotion|promotion_train|promotion_test|predicted_promotion
7779|7780|11.14||[datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8)]|2018-06-08
7780|7781|9.67||[]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 7)]|2018-06-05
7780|7781|9.67||[]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 7)]|2018-06-07
7781|7782|1.92||[]|[datetime.date(2018, 6, 9)]|2018-06-09
7782|7783|14.83|2018-07-01|[datetime.date(2018, 2, 14), datetime.date(2018, 5, 24)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-02-14
7782|7783|14.83|2018-07-01|[datetime.date(2018, 2, 14), datetime.date(2018, 5, 24)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-05-24
7782|7783|14.83|2018-07-01|[datetime.date(2018, 2, 14), datetime.date(2018, 5, 24)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-03
7782|7783|14.83|2018-07-01|[datetime.date(2018, 2, 14), datetime.date(2018, 5, 24)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-05
7782|7783|14.83|2018-07-01|[datetime.date(2018, 2, 14), datetime.date(2018, 5, 24)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-09
7782|7783|14.83|2018-07-01|[datetime.date(2018, 2, 14), datetime.date(2018, 5, 24)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-10
7782|7783|14.83|2018-07-01|[datetime.date(2018, 2, 14), datetime.date(2018, 5, 24)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-11
7782|7783|14.83|2018-07-01|[datetime.date(2018, 2, 14), datetime.date(2018, 5, 24)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-13
7782|7783|14.83|2018-07-01|[datetime.date(2018, 2, 14), datetime.date(2018, 5, 24)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-15
7783|7784|33.36|2018-07-04|[]|[]|
7784|7785|16.71||[]|[]|
7785|7786|36.17||[]|[]|
7786|7787|26.01||[datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 15)]|2018-05-13
7786|7787|26.01||[datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 15)]|2018-06-08
7786|7787|26.01||[datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 15)]|2018-06-15
7787|7788|27.82||[datetime.date(2018, 2, 25), datetime.date(2018, 3, 11), datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13)]|2018-02-25
7787|7788|27.82||[datetime.date(2018, 2, 25), datetime.date(2018, 3, 11), datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13)]|2018-03-11
7787|7788|27.82||[datetime.date(2018, 2, 25), datetime.date(2018, 3, 11), datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13)]|2018-05-13
7787|7788|27.82||[datetime.date(2018, 2, 25), datetime.date(2018, 3, 11), datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13)]|2018-06-05
7787|7788|27.82||[datetime.date(2018, 2, 25), datetime.date(2018, 3, 11), datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13)]|2018-06-09
7787|7788|27.82||[datetime.date(2018, 2, 25), datetime.date(2018, 3, 11), datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13)]|2018-06-10
7787|7788|27.82||[datetime.date(2018, 2, 25), datetime.date(2018, 3, 11), datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13)]|2018-06-11
7787|7788|27.82||[datetime.date(2018, 2, 25), datetime.date(2018, 3, 11), datetime.date(2018, 5, 13)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 13)]|2018-06-13
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-01-02
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-01-04
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-02-05
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-02-11
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-02-14
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-03-24
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-04-05
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-04-12
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-04-13
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-05-10
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-05-11
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-02
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-04
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-05
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-06
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-08
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-09
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-10
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-11
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-12
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-13
7788|7789|12.14|2018-06-30|[datetime.date(2018, 1, 2), datetime.date(2018, 1, 4), datetime.date(2018, 2, 5), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 24), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 15)]|2018-06-15
7789|7790|20.27||[]|[]|
7790|7791|6.71||[]|[]|
7791|7792|30.96||[datetime.date(2018, 2, 10), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 7), datetime.date(2018, 3, 12), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 12)]|2018-02-10
7791|7792|30.96||[datetime.date(2018, 2, 10), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 7), datetime.date(2018, 3, 12), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 12)]|2018-02-11
7791|7792|30.96||[datetime.date(2018, 2, 10), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 7), datetime.date(2018, 3, 12), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 12)]|2018-02-14
7791|7792|30.96||[datetime.date(2018, 2, 10), datetime.date(2018, 2, 11), datetime.date(2018, 2, 14), datetime.date(2018, 3, 7), datetime.date(2018, 3, 12), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26), datetime.date(2018, 4, 5), datetime.date(2018, 4, 12), datetime.date(2018, 4, 13), datetime.date(2018, 5, 10), datetime.date(2018, 5, 11)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 12)]|2018-03-07
